RANK,FILE,SCORE,TIME,MOVES
1,4,26,873.4103150000008,49
4,2,-3,873.3932130000007,49
4,5,0,873.3765360000008,49
2,6,-4,873.3597780000008,49
2,0,2,873.3429100000008,49
5,3,-3,873.3145290000008,49
7,4,-22,873.2971540000008,49
4,0,0,873.2803560000007,49
2,7,2,873.2528940000008,49
4,1,0,873.2360370000008,49
4,6,0,873.2189870000008,49
1,4,26,873.1901800000007,49
2,4,-5,873.1719310000008,49
7,5,-25,873.1538520000008,49
2,7,2,873.1263310000007,49
7,4,-22,873.1094600000007,49
7,6,-11,873.0924390000006,49
2,1,3,873.0751970000006,49
2,1,3,873.0578210000006,49
2,0,2,873.0407670000006,49
3,2,1,873.0239560000006,49
6,0,-10,873.0066980000006,49
7,5,-25,872.9896310000006,49
7,1,-14,872.9723730000006,49
7,7,-10,872.9552400000007,49
4,7,0,872.9272680000007,49
5,0,-2,872.9098750000006,49
3,7,0,872.8908240000006,49
5,4,-3,872.8625750000007,49
5,6,-3,872.8423440000007,49
7,5,-25,872.8244380000007,49
3,2,1,872.8072380000007,49
3,3,1,872.7901500000007,49
7,5,-25,872.7730060000007,49
4,2,-3,872.7557350000008,49
7,4,-22,872.7386390000007,49
7,2,-9,872.7107470000008,49
5,5,-3,872.6936470000007,49
1,5,15,872.6763040000006,49
3,2,1,872.6481350000007,49
6,6,-11,872.6300070000007,49
2,6,-4,872.6119830000007,49
3,0,0,872.5825970000008,49
5,2,-3,872.5659440000007,49
1,4,26,872.5490810000008,49
1,3,36,872.5320680000008,49
0,6,-2,872.5143590000008,49
0,5,12,872.4974430000009,49
5,1,-3,872.4804660000009,49
7,7,-10,872.4639080000009,49
0,5,12,872.4468200000008,49
2,7,2,872.4300820000008,49
4,3,-3,872.4129620000007,49
7,1,-14,872.3958320000007,49
2,0,2,872.3785990000008,49
4,1,0,872.3484010000009,49
4,6,0,872.3309820000009,49
5,0,-2,872.3136790000009,49
3,0,0,872.2967420000009,49
7,2,-9,872.279823000001,49
