RANK,FILE,SCORE,TIME,MOVES
6,4,1,883.832053,49
3,5,0,883.831054,49
1,7,8,883.830035,49
2,3,0,883.828951,49
5,1,5,883.827514,49
3,5,0,883.825021,49
7,0,2,883.8237469999999,49
0,2,-26,883.8224069999999,49
4,1,3,883.8212699999998,49
1,3,-25,883.8201849999998,49
3,6,-1,883.8190369999999,49
0,2,-26,883.8165889999999,49
4,6,0,883.8153699999999,49
0,5,-1,883.8142809999999,49
1,1,-22,883.8131149999999,49
2,5,-1,883.8111129999999,49
7,5,-2,883.808558,49
0,1,-22,883.8072699999999,49
1,3,-25,883.8060919999999,49
6,3,23,883.8049189999999,49
5,1,5,883.803755,49
6,2,27,883.802617,49
3,2,0,883.801423,49
2,6,-2,883.800252,49
3,5,0,883.799031,49
7,5,-2,883.797856,49
3,2,0,883.7966670000001,49
5,7,1,883.795527,49
0,3,-25,883.7943510000001,49
5,0,2,883.7929840000002,49
4,6,0,883.7907050000001,49
1,3,-25,883.7894140000001,49
6,6,7,883.788188,49
5,5,1,883.7869770000001,49
2,3,0,883.7857300000001,49
2,6,-2,883.784481,49
3,1,0,883.783078,49
7,6,7,883.781772,49
2,0,-2,883.780431,49
3,1,0,883.779142,49
7,5,-2,883.777894,49
4,1,3,883.776659,49
2,5,-1,883.7753,49
2,5,-1,883.77377,49
7,5,-2,883.772405,49
5,1,5,883.771182,49
5,6,2,883.769832,49
2,7,-1,883.768505,49
4,0,0,883.767125,49
2,2,-1,883.765781,49
2,7,-1,883.7643830000001,49
7,1,22,883.763088,49
4,4,3,883.761757,49
2,4,-1,883.760346,49
7,5,-2,883.758996,49
5,7,1,883.757633,49
4,1,3,883.756243,49
3,2,0,883.754805,49
1,0,-2,883.752988,49
4,3,6,883.751346,49
0,1,-22,883.7499640000001,49
4,5,0,883.748558,49
3,0,0,883.747171,49
0,0,-2,883.745779,49
6,2,27,883.744422,49
7,5,-2,883.7429940000001,49
7,6,7,883.741598,49
3,4,0,883.74019,49
3,7,-1,883.738764,49
1,1,-22,883.7373509999999,49
3,7,-1,883.7356329999999,49
7,5,-2,883.733878,49
4,3,6,883.7323819999999,49
4,2,6,883.730912,49
6,3,23,883.729385,49
3,3,0,883.727903,49
0,4,-6,883.7261359999999,49
0,2,-26,883.7245479999999,49
1,3,-25,883.72305,49
7,1,22,883.721557,49
3,1,0,883.7200569999999,49
2,0,-2,883.7185599999998,49
5,5,1,883.7169019999999,49
1,1,-22,883.7149579999998,49
0,2,-26,883.7133929999999,49
0,6,8,883.7118529999999,49
5,5,1,883.710074,49
1,6,7,883.7084949999999,49
4,7,0,883.7069379999999,49
3,3,0,883.7053959999998,49
1,6,7,883.7038149999998,49
4,7,0,883.7022669999998,49
0,1,-22,883.7007269999998,49
7,0,2,883.6991429999998,49
0,2,-26,883.6968519999998,49
2,6,-2,883.6947579999999,49
3,3,0,883.6923739999999,49
4,3,6,883.6907829999999,49
3,2,0,883.6892059999999,49
4,5,0,883.6876159999998,49
2,6,-2,883.6859879999998,49
2,6,-2,883.6842159999999,49
7,6,7,883.6825809999999,49
4,5,0,883.6809229999999,49
4,7,0,883.6793209999998,49
4,2,6,883.6764549999999,49
0,2,-26,883.6747169999999,49
5,0,2,883.6730549999999,49
0,3,-25,883.6713989999998,49
2,5,-1,883.6697619999999,49
0,5,-1,883.6678239999999,49
7,6,7,883.6660719999999,49
6,2,27,883.664413,49
1,2,-26,883.662705,49
4,4,3,883.66099,49
4,2,6,883.6589789999999,49
7,5,-2,883.657014,49
6,2,27,883.65526,49
6,3,23,883.6535170000001,49
7,4,-2,883.651614,49
3,3,0,883.649841,49
7,6,7,883.6480300000001,49
2,4,-1,883.64628,49
6,2,27,883.644519,49
3,7,-1,883.6427809999999,49
1,5,-1,883.6407819999998,49
4,3,6,883.638529,49
1,3,-25,883.6363369999999,49
0,0,-2,883.633936,49
7,0,2,883.632121,49
4,0,0,883.630315,49
4,2,6,883.628506,49
2,3,0,883.626673,49
5,5,1,883.624879,49
0,0,-2,883.623027,49
2,2,-1,883.6211930000001,49
2,1,-2,883.618455,49
2,1,-2,883.6164190000001,49
4,6,0,883.614578,49
5,7,1,883.612751,49
1,1,-22,883.61059,49
6,6,7,883.607606,49
5,6,2,883.605716,49
6,6,7,883.6038179999999,49
2,3,0,883.6019379999999,49
5,0,2,883.5999269999999,49
2,1,-2,883.5978319999999,49
7,5,-2,883.595899,49
7,0,2,883.594015,49
7,1,22,883.592009,49
5,5,1,883.589989,49
4,0,0,883.588046,49
1,6,7,883.586122,49
4,6,0,883.5842,49
1,3,-25,883.582261,49
3,4,0,883.579301,49
0,6,8,883.5772310000001,49
5,0,2,883.574731,49
1,6,7,883.5726970000001,49
0,5,-1,883.5707120000001,49
4,4,3,883.5687180000001,49
2,0,-2,883.562579,49
3,7,-1,883.5604099999999,49
4,0,0,883.5580600000001,49
0,6,8,883.556005,49
3,6,-1,883.553938,49
6,4,1,883.5519340000001,49
5,0,2,883.549474,49
4,3,6,883.547383,49
6,4,1,883.5453419999999,49
1,2,-26,883.543248,49
3,2,0,883.5409739999999,49
6,4,1,883.53874,49
5,6,2,883.536618,49
7,0,2,883.533337,49
7,6,7,883.5311839999998,49
1,7,8,883.5290359999999,49
2,5,-1,883.5269069999998,49
7,3,17,883.5247729999998,49
4,1,3,883.5226579999998,49
0,0,-2,883.5197659999998,49
3,5,0,883.5172469999998,49
0,0,-2,883.5142629999998,49
5,6,2,883.5121139999997,49
5,5,1,883.5099599999996,49
0,2,-26,883.5078289999997,49
0,5,-1,883.5055939999997,49
4,2,6,883.5034149999997,49
1,7,8,883.5000029999997,49
5,6,2,883.4977699999997,49
3,0,0,883.4955779999997,49
4,3,6,883.4934469999997,49
5,4,4,883.4904249999996,49
1,5,-1,883.4874789999997,49
0,6,8,883.4852559999997,49
1,5,-1,883.4826539999996,49
1,6,7,883.4802089999997,49
5,0,2,883.4779889999998,49
3,6,-1,883.4744849999997,49
4,2,6,883.4721299999997,49
0,1,-22,883.4698799999996,49
4,4,3,883.4676639999998,49
0,0,-2,883.4654359999997,49
4,1,3,883.4628019999997,49
4,0,0,883.4602929999996,49
4,7,0,883.4576519999996,49
7,0,2,883.4553819999996,49
0,2,-26,883.4530109999996,49
5,5,1,883.4507519999997,49
2,7,-1,883.4485029999997,49
5,5,1,883.4462169999997,49
1,1,-22,883.4420239999997,49
4,4,3,883.4395699999997,49
7,0,2,883.4372049999997,49
3,6,-1,883.4349279999997,49
5,7,1,883.4324939999996,49
5,1,5,883.4301349999996,49
5,4,4,883.4277919999996,49
6,4,1,883.4254079999997,49
2,4,-1,883.4227539999997,49
3,2,0,883.4202949999997,49
0,0,-2,883.4171119999996,49
1,2,-26,883.4143319999996,49
4,4,3,883.4119629999997,49
5,5,1,883.4094799999996,49
2,1,-2,883.4071009999997,49
2,5,-1,883.4030409999996,49
5,6,2,883.4004799999996,49
0,2,-26,883.3977439999996,49
1,5,-1,883.3953249999996,49
2,3,0,883.3929349999995,49
3,3,0,883.3905369999995,49
4,4,3,883.3881289999996,49
7,5,-2,883.3850519999995,49
1,4,-6,883.3825649999995,49
2,4,-1,883.3801249999996,49
4,4,3,883.3776579999995,49
4,1,3,883.3749699999995,49
0,0,-2,883.3724219999995,49
0,3,-25,883.3699699999995,49
7,3,17,883.3668129999994,49
4,3,6,883.3643839999994,49
3,2,0,883.3618739999994,49
5,7,1,883.3586399999994,49
1,2,-26,883.3560169999994,49
6,4,1,883.3534879999993,49
7,5,-2,883.3509549999993,49
1,7,8,883.3481969999993,49
1,4,-6,883.3456739999993,49
7,3,17,883.3418449999994,49
4,6,0,883.3392259999994,49
7,6,7,883.3367469999993,49
2,1,-2,883.3341929999993,49
7,3,17,883.3316099999993,49
6,3,23,883.3276379999992,49
4,3,6,883.3249039999993,49
3,5,0,883.3223149999992,49
0,3,-25,883.3192119999992,49
7,1,22,883.3161599999992,49
4,1,3,883.3135709999992,49
4,4,3,883.3109929999991,49
6,4,1,883.3031689999992,49
1,5,-1,883.2991799999992,49
6,6,7,883.2964309999992,49
2,4,-1,883.2937689999992,49
4,7,0,883.2911679999992,49
3,1,0,883.2885829999991,49
6,3,23,883.2855149999991,49
3,7,-1,883.2824259999991,49
3,5,0,883.2797279999992,49
2,5,-1,883.2770919999992,49
4,1,3,883.2743989999992,49
3,2,0,883.2716899999992,49
3,6,-1,883.2690229999993,49
4,0,0,883.2650529999992,49
4,3,6,883.2623019999992,49
2,2,-1,883.2595949999992,49
5,7,1,883.2568539999993,49
4,7,0,883.2540609999993,49
5,0,2,883.2513859999992,49
7,4,-2,883.2486719999993,49
3,4,0,883.2453489999992,49
2,2,-1,883.2425729999993,49
2,3,0,883.2392519999993,49
0,3,-25,883.2365159999993,49
0,4,-6,883.2337889999993,49
5,4,4,883.2309969999993,49
2,6,-2,883.2278339999995,49
5,6,2,883.2248359999994,49
4,5,0,883.2220939999994,49
3,1,0,883.2193389999994,49
0,6,8,883.2155189999994,49
3,0,0,883.2127199999994,49
0,4,-6,883.2097279999994,49
7,5,-2,883.2024729999994,49
6,2,27,883.1995629999994,49
4,4,3,883.1965369999995,49
0,5,-1,883.1936529999995,49
7,6,7,883.1908739999994,49
7,4,-2,883.1875189999995,49
2,2,-1,883.1844329999994,49
2,1,-2,883.1814239999994,49
5,0,2,883.1785359999994,49
2,3,0,883.1757099999994,49
0,6,8,883.1728929999994,49
2,1,-2,883.1699559999994,49
7,1,22,883.1660389999994,49
0,4,-6,883.1631189999994,49
2,6,-2,883.1602249999994,49
0,2,-26,883.1562129999994,49
0,2,-26,883.1531209999994,49
0,2,-26,883.1501799999993,49
6,4,1,883.1457339999994,49
6,4,1,883.1427449999994,49
7,1,22,883.1387499999994,49
3,0,0,883.1356339999994,49
2,4,-1,883.1326859999994,49
0,3,-25,883.1297009999994,49
4,4,3,883.1249099999994,49
0,4,-6,883.1209079999995,49
4,5,0,883.1178459999994,49
1,7,8,883.1148969999995,49
7,3,17,883.1119159999995,49
1,5,-1,883.1084279999994,49
7,4,-2,883.1052019999994,49
6,3,23,883.1021829999994,49
4,0,0,883.0988359999993,49
2,4,-1,883.0950509999993,49
1,2,-26,883.0920499999993,49
3,3,0,883.0885999999992,49
4,3,6,883.0852889999993,49
4,6,0,883.0818259999993,49
1,7,8,883.0780099999993,49
0,3,-25,883.0749299999993,49
3,6,-1,883.0718739999993,49
2,0,-2,883.0663159999993,49
1,7,8,883.0619929999993,49
6,3,23,883.0587949999993,49
2,7,-1,883.0557229999994,49
4,1,3,883.0526009999994,49
1,3,-25,883.0494269999995,49
7,1,22,883.0395539999995,49
0,0,-2,883.0358039999994,49
4,7,0,883.0315729999995,49
0,4,-6,883.0283989999995,49
1,5,-1,883.0253339999995,49
6,2,27,883.0215899999995,49
1,0,-2,883.0171649999995,49
5,1,5,883.0138169999996,49
5,4,4,883.0106569999995,49
5,7,1,883.0074789999995,49
7,5,-2,883.0042679999996,49
4,2,6,882.9999439999996,49
5,0,2,882.9966569999996,49
6,2,27,882.9934939999996,49
0,0,-2,882.9902929999997,49
2,4,-1,882.9871419999996,49
1,6,7,882.9818769999996,49
1,4,-6,882.9745079999997,49
1,6,7,882.9710549999996,49
6,4,1,882.9678309999996,49
2,7,-1,882.9645999999996,49
2,0,-2,882.9598219999996,49
0,2,-26,882.9551849999996,49
5,5,1,882.9518659999995,49
2,7,-1,882.9486779999995,49
5,5,1,882.9453909999995,49
6,2,27,882.9419209999996,49
3,4,0,882.9383359999997,49
6,4,1,882.9350759999996,49
1,7,8,882.9305979999997,49
1,7,8,882.9270219999996,49
7,0,2,882.9236559999996,49
2,4,-1,882.9188049999996,49
5,0,2,882.9154669999996,49
1,0,-2,882.9121069999995,49
4,3,6,882.9046699999994,49
3,7,-1,882.9012349999995,49
2,0,-2,882.8971589999995,49
4,4,3,882.8936859999995,49
7,5,-2,882.8901839999994,49
0,0,-2,882.8868539999995,49
7,1,22,882.8834719999994,49
4,6,0,882.8778629999995,49
6,3,23,882.8744599999995,49
3,3,0,882.8701049999995,49
4,7,0,882.8659269999995,49
3,2,0,882.8625799999995,49
2,1,-2,882.8586779999996,49
0,5,-1,882.8551139999996,49
5,7,1,882.8512979999996,49
2,4,-1,882.8479139999996,49
4,3,6,882.8445109999996,49
6,4,1,882.8407079999995,49
5,0,2,882.8371139999996,49
2,5,-1,882.8337069999995,49
1,0,-2,882.8303269999996,49
4,0,0,882.8268709999995,49
0,4,-6,882.8230419999995,49
3,7,-1,882.8178229999995,49
1,0,-2,882.8143379999996,49
1,4,-6,882.8108159999995,49
1,4,-6,882.8073569999996,49
0,5,-1,882.8038709999995,49
7,1,22,882.8001199999995,49
2,3,0,882.7965509999996,49
3,7,-1,882.7929269999995,49
0,1,-22,882.7894789999996,49
1,7,8,882.7859669999997,49
0,4,-6,882.7822309999997,49
4,2,6,882.7770549999997,49
5,6,2,882.7732869999996,49
7,3,17,882.7697169999996,49
4,6,0,882.7643169999996,49
3,6,-1,882.7606969999996,49
3,5,0,882.7571379999996,49
4,0,0,882.7535839999996,49
4,7,0,882.7500939999996,49
1,4,-6,882.7462309999996,49
3,1,0,882.7424989999997,49
5,7,1,882.7377049999997,49
5,7,1,882.7340549999997,49
3,4,0,882.7304299999997,49
3,5,0,882.7262409999998,49
1,3,-25,882.7222279999997,49
5,6,2,882.7183759999997,49
1,5,-1,882.7147379999998,49
0,2,-26,882.7110439999998,49
4,2,6,882.7073319999997,49
3,5,0,882.7036549999997,49
7,6,7,882.6987889999997,49
1,7,8,882.6947969999998,49
2,3,0,882.6906829999997,49
4,3,6,882.6867179999998,49
5,4,4,882.6816549999999,49
1,5,-1,882.6778389999998,49
0,1,-22,882.6741169999998,49
1,3,-25,882.6698469999999,49
3,1,0,882.6652699999999,49
7,4,-2,882.6608119999999,49
3,4,0,882.6570319999998,49
4,7,0,882.6533639999998,49
3,0,0,882.6489909999998,49
2,1,-2,882.6448679999997,49
4,6,0,882.6411539999998,49
5,6,2,882.6374089999998,49
0,2,-26,882.6336769999998,49
7,1,22,882.6234539999998,49
7,5,-2,882.6188819999998,49
3,3,0,882.6150469999998,49
5,0,2,882.6111539999997,49
0,4,-6,882.6070189999997,49
0,1,-22,882.6017979999998,49
2,7,-1,882.5979539999997,49
1,5,-1,882.5941539999998,49
3,0,0,882.5903789999998,49
3,1,0,882.5848539999997,49
7,1,22,882.5809749999999,49
2,3,0,882.5757679999998,49
3,1,0,882.5718829999998,49
4,5,0,882.5680819999998,49
1,2,-26,882.5640469999997,49
7,6,7,882.5588859999997,49
4,2,6,882.5550489999997,49
5,4,4,882.5511679999997,49
2,5,-1,882.5450819999998,49
4,7,0,882.5411339999998,49
3,7,-1,882.5372539999998,49
5,4,4,882.5333669999999,49
7,4,-2,882.5292149999999,49
1,6,7,882.524866,49
7,6,7,882.5198549999999,49
1,5,-1,882.5158139999999,49
2,3,0,882.511805,49
0,0,-2,882.5061049999999,49
0,1,-22,882.500938,49
6,6,7,882.4969980000001,49
2,2,-1,882.4930340000001,49
6,2,27,882.48896,49
4,4,3,882.4847490000001,49
3,4,0,882.4808090000001,49
1,0,-2,882.4768520000001,49
2,5,-1,882.472874,49
4,2,6,882.4625100000001,49
2,7,-1,882.4580940000001,49
3,5,0,882.45415,49
2,0,-2,882.450221,49
0,5,-1,882.444864,49
6,6,7,882.4406540000001,49
1,4,-6,882.4363380000001,49
0,2,-26,882.4322740000001,49
0,4,-6,882.427894,49
0,6,8,882.423681,49
7,5,-2,882.418703,49
7,0,2,882.4140160000001,49
1,3,-25,882.40993,49
4,7,0,882.404845,49
1,5,-1,882.3992680000001,49
6,4,1,882.3949610000001,49
0,3,-25,882.390838,49
2,0,-2,882.3854570000001,49
2,4,-1,882.3812720000001,49
0,0,-2,882.377116,49
0,1,-22,882.373097,49
3,1,0,882.365483,49
7,1,22,882.3609160000001,49
4,5,0,882.356847,49
4,0,0,882.352755,49
1,6,7,882.348062,49
2,3,0,882.34247,49
2,7,-1,882.333924,49
0,3,-25,882.329745,49
1,6,7,882.324835,49
0,6,8,882.320387,49
1,7,8,882.316181,49
2,1,-2,882.3113770000001,49
5,7,1,882.3070940000001,49
0,6,8,882.3026590000002,49
0,2,-26,882.2982110000002,49
6,6,7,882.2939470000002,49
5,4,4,882.2896410000002,49
4,3,6,882.2777700000001,49
2,5,-1,882.2733710000002,49
1,0,-2,882.2690210000002,49
4,2,6,882.2646900000001,49
1,7,8,882.2600830000001,49
1,1,-22,882.2538250000001,49
0,2,-26,882.2494850000002,49
2,1,-2,882.2452200000001,49
1,3,-25,882.2408140000001,49
1,5,-1,882.2361710000001,49
5,6,2,882.2315940000001,49
0,3,-25,882.2273040000001,49
5,0,2,882.2230680000001,49
4,0,0,882.218823,49
4,2,6,882.2144330000001,49
0,6,8,882.21009,49
1,3,-25,882.204086,49
5,7,1,882.1986300000001,49
3,2,0,882.194368,49
2,1,-2,882.1899930000001,49
6,4,1,882.184877,49
1,2,-26,882.1802200000001,49
0,1,-22,882.1758960000001,49
3,1,0,882.1715090000001,49
1,5,-1,882.1666660000001,49
2,3,0,882.1622520000001,49
4,2,6,882.157987,49
2,2,-1,882.1536150000001,49
1,5,-1,882.1476670000001,49
4,7,0,882.143261,49
4,7,0,882.1388750000001,49
0,1,-22,882.1345930000001,49
5,5,1,882.1293920000002,49
2,3,0,882.1249520000001,49
0,6,8,882.1194370000001,49
0,2,-26,882.115045,49
1,1,-22,882.110326,49
7,3,17,882.1048139999999,49
2,4,-1,882.100365,49
1,0,-2,882.0959789999999,49
4,1,3,882.089929,49
5,1,5,882.085346,49
2,4,-1,882.0808079999999,49
2,3,0,882.0763469999999,49
2,6,-2,882.070515,49
3,2,0,882.065965,49
2,6,-2,882.0613359999999,49
3,5,0,882.056785,49
4,1,3,882.052279,49
7,4,-2,882.0477909999998,49
1,1,-22,882.0432059999998,49
0,0,-2,882.0386279999999,49
3,1,0,882.0340739999999,49
7,4,-2,882.0296229999999,49
3,5,0,882.0249969999999,49
5,0,2,882.0205319999998,49
6,3,23,882.0152049999998,49
3,0,0,882.0096599999997,49
3,6,-1,882.0051819999998,49
3,5,0,882.0006189999997,49
2,0,-2,881.9947599999996,49
1,4,-6,881.9901759999997,49
2,0,-2,881.9856069999996,49
2,5,-1,881.9807349999995,49
7,1,22,881.9761019999996,49
0,4,-6,881.9707709999996,49
2,0,-2,881.9657069999996,49
2,3,0,881.9606369999996,49
4,1,3,881.9559979999996,49
1,4,-6,881.9512889999996,49
6,2,27,881.9463889999996,49
5,5,1,881.9411399999997,49
0,0,-2,881.9361399999997,49
0,0,-2,881.9314749999996,49
3,2,0,881.9269179999995,49
6,6,7,881.9222819999997,49
2,4,-1,881.9176329999997,49
1,0,-2,881.9129879999997,49
4,0,0,881.9082999999996,49
2,5,-1,881.9036039999996,49
4,2,6,881.8988969999997,49
6,4,1,881.8941559999997,49
3,2,0,881.8894949999998,49
0,5,-1,881.8840769999997,49
3,0,0,881.8735409999997,49
4,1,3,881.8689069999997,49
7,5,-2,881.8624029999996,49
0,4,-6,881.8563019999997,49
6,3,23,881.8515069999996,49
1,6,7,881.8466979999997,49
3,2,0,881.8419079999998,49
2,3,0,881.8372249999998,49
1,0,-2,881.8323749999997,49
6,4,1,881.8276519999996,49
2,3,0,881.8229139999996,49
0,0,-2,881.8182059999997,49
2,4,-1,881.8133259999996,49
0,6,8,881.8079439999997,49
1,4,-6,881.7970139999996,49
5,4,4,881.7922339999996,49
3,7,-1,881.7873439999996,49
2,0,-2,881.7812979999997,49
4,4,3,881.7760409999996,49
4,5,0,881.7712579999995,49
1,6,7,881.7658099999995,49
7,6,7,881.7606359999995,49
3,5,0,881.7544199999994,49
1,4,-6,881.7494389999995,49
7,5,-2,881.7442519999995,49
2,5,-1,881.7325669999994,49
3,1,0,881.7274669999995,49
1,7,8,881.7220589999995,49
4,4,3,881.7168679999995,49
4,0,0,881.7109469999995,49
6,4,1,881.7060009999994,49
7,6,7,881.6997689999995,49
5,7,1,881.6947119999995,49
3,0,0,881.6892869999996,49
6,6,7,881.6843949999995,49
2,5,-1,881.6787619999996,49
5,1,5,881.6688319999995,49
2,6,-2,881.6636829999995,49
0,5,-1,881.6569459999995,49
3,0,0,881.6520019999995,49
4,7,0,881.6469029999995,49
3,3,0,881.6408759999995,49
3,2,0,881.6354459999994,49
2,4,-1,881.6302959999995,49
3,2,0,881.6253559999996,49
4,7,0,881.6196129999995,49
2,1,-2,881.6144859999995,49
4,3,6,881.6093589999995,49
5,6,2,881.6043029999994,49
4,2,6,881.5983879999993,49
4,2,6,881.5869899999993,49
2,3,0,881.5818189999993,49
4,4,3,881.5752149999993,49
1,4,-6,881.5701149999993,49
4,2,6,881.5649449999994,49
4,6,0,881.5592339999994,49
0,1,-22,881.5540449999994,49
4,3,6,881.5472079999994,49
4,7,0,881.5420819999995,49
2,1,-2,881.5355999999995,49
5,0,2,881.5292119999995,49
5,6,2,881.5239409999995,49
4,3,6,881.5157219999995,49
5,4,4,881.5103179999995,49
2,1,-2,881.5053039999995,49
1,1,-22,881.4993789999994,49
6,4,1,881.4940279999995,49
4,2,6,881.4883129999995,49
7,4,-2,881.4830729999995,49
1,6,7,881.4759989999995,49
2,2,-1,881.4707109999996,49
6,4,1,881.4656329999996,49
1,1,-22,881.4584889999995,49
1,5,-1,881.4533589999995,49
2,7,-1,881.4480399999995,49
6,6,7,881.4421319999996,49
5,4,4,881.4368029999995,49
4,2,6,881.4308639999996,49
1,3,-25,881.4255469999996,49
5,5,1,881.4179829999995,49
7,1,22,881.4126619999995,49
4,3,6,881.4073729999996,49
1,5,-1,881.4018919999994,49
4,6,0,881.3953269999995,49
2,3,0,881.3900169999995,49
2,5,-1,881.3838579999995,49
2,2,-1,881.3770499999995,49
5,6,2,881.3716159999994,49
3,6,-1,881.3648389999994,49
3,1,0,881.3593419999994,49
7,0,2,881.3526309999994,49
7,6,7,881.3472199999993,49
7,4,-2,881.3411959999994,49
3,6,-1,881.3355989999994,49
4,2,6,881.3302229999995,49
2,7,-1,881.3239659999995,49
7,0,2,881.3135289999994,49
0,3,-25,881.3081669999993,49
1,1,-22,881.3015979999994,49
7,3,17,881.2962149999994,49
3,4,0,881.2908959999994,49
3,1,0,881.2852269999994,49
7,0,2,881.2783219999994,49
0,6,8,881.2728859999994,49
1,1,-22,881.2675489999993,49
1,3,-25,881.2607709999994,49
6,4,1,881.2553599999994,49
3,1,0,881.2498639999995,49
4,0,0,881.2438709999994,49
4,2,6,881.2371319999995,49
1,1,-22,881.2316129999995,49
5,5,1,881.2253939999995,49
7,5,-2,881.2199559999995,49
4,7,0,881.2144169999995,49
4,4,3,881.2090469999995,49
4,1,3,881.2031949999995,49
7,0,2,881.1976889999995,49
2,7,-1,881.1917319999994,49
4,0,0,881.1847809999995,49
6,3,23,881.1792729999995,49
4,4,3,881.1737979999995,49
2,5,-1,881.1675759999995,49
2,0,-2,881.1620269999995,49
7,6,7,881.1561849999995,49
1,0,-2,881.1433139999996,49
2,2,-1,881.1377619999995,49
3,5,0,881.1320899999995,49
3,7,-1,881.1233109999995,49
4,6,0,881.1177359999995,49
2,5,-1,881.1121979999996,49
2,6,-2,881.1048749999995,49
1,5,-1,881.0992929999995,49
6,2,27,881.0936589999995,49
3,4,0,881.0872629999996,49
7,0,2,881.0815099999995,49
7,0,2,881.0758669999994,49
7,1,22,881.0698229999995,49
3,5,0,881.0641349999995,49
4,0,0,881.0571129999995,49
4,6,0,881.0514459999994,49
4,3,6,881.0458569999994,49
4,6,0,881.0401119999995,49
7,1,22,881.0344799999995,49
0,4,-6,881.0265339999995,49
5,7,1,881.0204259999995,49
5,1,5,881.0148019999995,49
5,4,4,881.0086979999995,49
3,4,0,881.0014839999994,49
2,4,-1,880.9957469999995,49
3,0,0,880.9886319999994,49
0,0,-2,880.9829909999994,49
5,0,2,880.9773009999993,49
1,7,8,880.9654239999994,49
3,2,0,880.9595979999995,49
1,4,-6,880.9528629999995,49
4,1,3,880.9456689999995,49
4,6,0,880.9393519999995,49
7,0,2,880.9332739999995,49
1,7,8,880.9253829999994,49
6,6,7,880.9187909999995,49
1,1,-22,880.9078489999995,49
1,0,-2,880.9019069999995,49
4,7,0,880.8952329999995,49
0,5,-1,880.8893859999995,49
2,2,-1,880.8825909999995,49
2,7,-1,880.8768539999994,49
7,1,22,880.8709969999994,49
4,7,0,880.8633089999994,49
4,2,6,880.8575849999994,49
0,1,-22,880.8517679999993,49
0,3,-25,880.8458419999993,49
1,0,-2,880.8401069999993,49
3,3,0,880.8342159999993,49
3,6,-1,880.8274719999993,49
0,1,-22,880.8207429999993,49
5,0,2,880.8149719999992,49
1,6,7,880.8074279999993,49
5,4,4,880.8000529999993,49
5,6,2,880.7941129999991,49
2,1,-2,880.7851659999992,49
5,0,2,880.7739289999992,49
1,7,8,880.7680859999991,49
0,1,-22,880.7619589999993,49
4,6,0,880.7550029999992,49
7,1,22,880.7488639999991,49
2,5,-1,880.7416999999992,49
6,2,27,880.7357889999992,49
2,0,-2,880.7297039999992,49
1,0,-2,880.7156989999992,49
7,3,17,880.7096539999991,49
7,6,7,880.7030889999991,49
4,0,0,880.696954999999,49
0,5,-1,880.6909359999989,49
5,0,2,880.6851299999989,49
3,4,0,880.676923999999,49
2,5,-1,880.670889999999,49
0,5,-1,880.664547999999,49
2,2,-1,880.658419999999,49
2,4,-1,880.6523239999989,49
1,1,-22,880.6452579999989,49
7,6,7,880.6378949999989,49
3,0,0,880.6317849999989,49
5,1,5,880.624696999999,49
1,7,8,880.6182389999989,49
4,6,0,880.6122299999989,49
2,3,0,880.598614999999,49
4,6,0,880.5913479999989,49
0,1,-22,880.5852579999989,49
2,4,-1,880.578562999999,49
5,0,2,880.572466999999,49
4,3,6,880.566141999999,49
5,1,5,880.559281999999,49
4,6,0,880.551637999999,49
2,3,0,880.5455459999989,49
3,1,0,880.5383509999989,49
3,7,-1,880.5321059999989,49
0,2,-26,880.5260029999989,49
7,4,-2,880.5127879999989,49
3,1,0,880.5057039999989,49
4,5,0,880.4996099999989,49
1,1,-22,880.4927769999989,49
6,4,1,880.486447999999,49
5,7,1,880.4802599999989,49
0,5,-1,880.473531999999,49
2,7,-1,880.467274999999,49
1,7,8,880.455631999999,49
1,4,-6,880.448106999999,49
2,0,-2,880.442036999999,49
7,6,7,880.4359369999991,49
6,3,23,880.428454999999,49
3,2,0,880.422369999999,49
4,3,6,880.415981999999,49
3,7,-1,880.409009999999,49
3,5,0,880.3969969999989,49
3,3,0,880.3889279999989,49
7,0,2,880.382871999999,49
4,6,0,880.376665999999,49
2,3,0,880.369097999999,49
3,4,0,880.3614779999989,49
2,0,-2,880.353781999999,49
2,5,-1,880.3455679999989,49
3,0,0,880.333168999999,49
4,5,0,880.326529999999,49
2,2,-1,880.320271999999,49
7,3,17,880.314061999999,49
4,0,0,880.307159999999,49
2,1,-2,880.299818999999,49
0,6,8,880.2936129999991,49
2,2,-1,880.2860889999992,49
2,7,-1,880.279555999999,49
2,5,-1,880.2733089999991,49
7,4,-2,880.2671519999991,49
6,2,27,880.2593529999991,49
4,7,0,880.2529569999992,49
6,6,7,880.2467719999992,49
1,2,-26,880.2403409999993,49
7,0,2,880.2331969999992,49
0,4,-6,880.2266629999992,49
7,1,22,880.2204229999993,49
1,3,-25,880.2128339999992,49
0,6,8,880.2056369999992,49
0,3,-25,880.1986989999992,49
1,0,-2,880.1846929999992,49
5,7,1,880.1783749999992,49
2,6,-2,880.1721069999992,49
6,3,23,880.1655489999991,49
2,7,-1,880.1577959999992,49
7,6,7,880.1514139999991,49
2,3,0,880.144919999999,49
5,1,5,880.138267999999,49
3,6,-1,880.1309819999991,49
0,3,-25,880.124307999999,49
2,2,-1,880.117789999999,49
2,1,-2,880.110393999999,49
